Date,store,time_measure,Total Cars,menu_all,greet_all,Menu Board,Greet,Menu 1,Greet 1,Menu 2,Greet 2,service,lane_queue,lane_total
2025-09-17,343939 Mt.Joy,Daypart 2,201.0,25.0,2.0,25.0,2.0,0.0,0.0,0.0,0.0,38.0,28.0,91.0
2025-09-17,343939 Mt.Joy,Daypart 3,85.0,26.0,2.0,26.0,2.0,0.0,0.0,0.0,0.0,54.0,35.0,115.0
2025-09-17,343939 Mt.Joy,Daypart 4,50.0,30.0,6.0,30.0,6.0,0.0,0.0,0.0,0.0,87.0,23.0,141.0
2025-09-17,343939 Mt.Joy,Daypart 5,21.0,28.0,3.0,28.0,3.0,0.0,0.0,0.0,0.0,74.0,12.0,116.0
2025-09-17,357993 Enola,Daypart 1,13.0,32.0,3.0,32.0,3.0,0.0,0.0,0.0,0.0,87.0,20.0,139.0
2025-09-17,357993 Enola,Daypart 2,339.0,27.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,37.0,75.0,139.0
2025-09-17,357993 Enola,Daypart 3,120.0,31.0,1.0,31.0,1.0,0.0,0.0,0.0,0.0,52.0,43.0,126.0
2025-09-17,357993 Enola,Daypart 4,83.0,31.0,3.0,31.0,3.0,0.0,0.0,0.0,0.0,64.0,46.0,142.0
2025-09-17,357993 Enola,Daypart 5,19.0,36.0,4.0,36.0,4.0,0.0,0.0,0.0,0.0,89.0,20.0,144.0
2025-09-17,358529 Columbia,Daypart 2,235.0,38.0,13.0,38.0,13.0,0.0,0.0,0.0,0.0,53.0,77.0,167.0
2025-09-17,358529 Columbia,Daypart 3,111.0,42.0,11.0,42.0,11.0,0.0,0.0,0.0,0.0,74.0,52.0,168.0
2025-09-17,358529 Columbia,Daypart 4,58.0,41.0,8.0,41.0,8.0,0.0,0.0,0.0,0.0,113.0,32.0,184.0
2025-09-17,358529 Columbia,Daypart 5,18.0,29.0,8.0,29.0,8.0,0.0,0.0,0.0,0.0,106.0,48.0,183.0
2025-09-17,359042 LITITZ,Daypart 2,237.0,34.0,7.0,34.0,7.0,0.0,0.0,0.0,0.0,51.0,135.0,220.0
2025-09-17,359042 LITITZ,Daypart 3,82.0,44.0,11.0,44.0,11.0,0.0,0.0,0.0,0.0,86.0,100.0,231.0
2025-09-17,359042 LITITZ,Daypart 4,55.0,53.0,4.0,53.0,4.0,0.0,0.0,0.0,0.0,113.0,84.0,250.0
2025-09-17,359042 LITITZ,Daypart 5,10.0,32.0,5.0,32.0,5.0,0.0,0.0,0.0,0.0,78.0,30.0,138.0
2025-09-17,363271 Marietta,Daypart 2,230.0,30.0,3.0,0.0,0.0,30.0,3.0,0.0,0.0,53.0,84.0,167.0
2025-09-17,363271 Marietta,Daypart 3,96.0,34.0,3.0,0.0,0.0,34.0,3.0,1.0,1.0,75.0,45.0,154.0
2025-09-17,363271 Marietta,Daypart 4,55.0,42.0,3.0,0.0,0.0,42.0,3.0,0.0,0.0,73.0,29.0,143.0
2025-09-17,363271 Marietta,Daypart 5,13.0,35.0,2.0,0.0,0.0,35.0,2.0,0.0,0.0,69.0,13.0,118.0
2025-09-17,364322 elizabethtown,Daypart 2,259.0,28.0,3.0,28.0,3.0,0.0,0.0,0.0,0.0,47.0,65.0,157.0
2025-09-17,364322 elizabethtown,Daypart 3,97.0,40.0,4.0,40.0,4.0,0.0,0.0,0.0,0.0,85.0,69.0,211.0
2025-09-17,364322 elizabethtown,Daypart 4,77.0,38.0,5.0,38.0,5.0,0.0,0.0,0.0,0.0,71.0,27.0,138.0
2025-09-17,364322 elizabethtown,Daypart 5,22.0,29.0,6.0,29.0,6.0,0.0,0.0,0.0,0.0,82.0,18.0,133.0
