Date,store,time_measure,Total Cars,menu_all,greet_all,Menu Board,Greet,Menu 1,Greet 1,Menu 2,Greet 2,service,lane_queue,lane_total
2025-09-08,343939 Mt.Joy,Daypart 2,191.0,24.0,2.0,24.0,2.0,0.0,0.0,0.0,0.0,45.0,33.0,102.0
2025-09-08,343939 Mt.Joy,Daypart 3,80.0,28.0,3.0,28.0,3.0,0.0,0.0,0.0,0.0,63.0,22.0,114.0
2025-09-08,343939 Mt.Joy,Daypart 4,63.0,27.0,2.0,27.0,2.0,0.0,0.0,0.0,0.0,68.0,33.0,130.0
2025-09-08,343939 Mt.Joy,Daypart 5,15.0,28.0,5.0,28.0,5.0,0.0,0.0,0.0,0.0,90.0,16.0,135.0
2025-09-08,357993 Enola,Daypart 1,8.0,23.0,3.0,23.0,3.0,0.0,0.0,0.0,0.0,84.0,19.0,127.0
2025-09-08,357993 Enola,Daypart 2,268.0,24.0,2.0,24.0,2.0,0.0,0.0,0.0,0.0,39.0,48.0,112.0
2025-09-08,357993 Enola,Daypart 3,133.0,37.0,4.0,37.0,4.0,0.0,0.0,0.0,0.0,58.0,54.0,149.0
2025-09-08,357993 Enola,Daypart 4,90.0,32.0,4.0,32.0,4.0,0.0,0.0,0.0,0.0,66.0,46.0,144.0
2025-09-08,357993 Enola,Daypart 5,19.0,39.0,7.0,39.0,7.0,0.0,0.0,0.0,0.0,67.0,21.0,127.0
2025-09-08,358529 Columbia,Daypart 2,251.0,33.0,8.0,33.0,8.0,0.0,0.0,0.0,0.0,51.0,77.0,161.0
2025-09-08,358529 Columbia,Daypart 3,91.0,40.0,10.0,40.0,10.0,0.0,0.0,0.0,0.0,73.0,45.0,159.0
2025-09-08,358529 Columbia,Daypart 4,80.0,40.0,8.0,40.0,8.0,0.0,0.0,0.0,0.0,94.0,68.0,202.0
2025-09-08,358529 Columbia,Daypart 5,21.0,45.0,9.0,45.0,9.0,0.0,0.0,0.0,0.0,150.0,23.0,215.0
2025-09-08,359042 LITITZ,Daypart 2,212.0,29.0,8.0,29.0,8.0,0.0,0.0,0.0,0.0,50.0,77.0,157.0
2025-09-08,359042 LITITZ,Daypart 3,96.0,44.0,8.0,44.0,8.0,0.0,0.0,0.0,0.0,81.0,116.0,240.0
2025-09-08,359042 LITITZ,Daypart 4,64.0,48.0,6.0,48.0,6.0,0.0,0.0,0.0,0.0,87.0,67.0,202.0
2025-09-08,359042 LITITZ,Daypart 5,16.0,55.0,4.0,55.0,4.0,0.0,0.0,0.0,0.0,90.0,27.0,173.0
2025-09-08,363271 Marietta,Daypart 2,216.0,29.0,2.0,0.0,0.0,29.0,2.0,0.0,0.0,56.0,75.0,160.0
2025-09-08,363271 Marietta,Daypart 3,78.0,28.0,3.0,0.0,0.0,28.0,3.0,0.0,0.0,70.0,41.0,140.0
2025-09-08,363271 Marietta,Daypart 4,56.0,47.0,5.0,0.0,0.0,47.0,5.0,0.0,0.0,99.0,81.0,225.0
2025-09-08,363271 Marietta,Daypart 5,21.0,70.0,7.0,0.0,0.0,70.0,7.0,0.0,0.0,126.0,32.0,228.0
2025-09-08,364322 elizabethtown,Daypart 2,231.0,26.0,2.0,26.0,2.0,0.0,0.0,0.0,0.0,42.0,46.0,125.0
2025-09-08,364322 elizabethtown,Daypart 3,123.0,33.0,2.0,33.0,2.0,0.0,0.0,0.0,0.0,59.0,55.0,161.0
2025-09-08,364322 elizabethtown,Daypart 4,74.0,32.0,2.0,32.0,2.0,0.0,0.0,0.0,0.0,67.0,39.0,154.0
2025-09-08,364322 elizabethtown,Daypart 5,16.0,32.0,3.0,32.0,3.0,0.0,0.0,0.0,0.0,85.0,12.0,131.0
