Date,store,time_measure,Total Cars,menu_all,greet_all,Menu Board,Greet,Menu 1,Greet 1,Menu 2,Greet 2,service,lane_queue,lane_total
2025-09-13,343939 Mt.Joy,Daypart 2,166.0,30.0,2.0,30.0,2.0,0.0,0.0,0.0,0.0,47.0,40.0,118.0
2025-09-13,343939 Mt.Joy,Daypart 3,146.0,35.0,3.0,35.0,3.0,0.0,0.0,0.0,0.0,59.0,60.0,155.0
2025-09-13,343939 Mt.Joy,Daypart 4,53.0,40.0,6.0,40.0,6.0,0.0,0.0,0.0,0.0,68.0,15.0,124.0
2025-09-13,343939 Mt.Joy,Daypart 5,11.0,37.0,8.0,37.0,8.0,0.0,0.0,0.0,0.0,58.0,24.0,120.0
2025-09-13,357993 Enola,Daypart 1,5.0,27.0,4.0,27.0,4.0,0.0,0.0,0.0,0.0,83.0,9.0,120.0
2025-09-13,357993 Enola,Daypart 2,229.0,34.0,2.0,34.0,2.0,0.0,0.0,0.0,0.0,47.0,83.0,164.0
2025-09-13,357993 Enola,Daypart 3,192.0,41.0,4.0,41.0,4.0,0.0,0.0,0.0,0.0,49.0,64.0,155.0
2025-09-13,357993 Enola,Daypart 4,70.0,39.0,5.0,39.0,5.0,0.0,0.0,0.0,0.0,79.0,36.0,153.0
2025-09-13,357993 Enola,Daypart 5,17.0,33.0,7.0,33.0,7.0,0.0,0.0,0.0,0.0,77.0,26.0,138.0
2025-09-13,358529 Columbia,Daypart 2,199.0,37.0,9.0,37.0,9.0,0.0,0.0,0.0,0.0,57.0,79.0,172.0
2025-09-13,358529 Columbia,Daypart 3,147.0,54.0,21.0,54.0,21.0,0.0,0.0,0.0,0.0,84.0,172.0,308.0
2025-09-13,358529 Columbia,Daypart 4,60.0,43.0,8.0,43.0,8.0,0.0,0.0,0.0,0.0,122.0,89.0,254.0
2025-09-13,358529 Columbia,Daypart 5,18.0,35.0,7.0,35.0,7.0,0.0,0.0,0.0,0.0,134.0,27.0,197.0
2025-09-13,359042 LITITZ,Daypart 2,191.0,29.0,4.0,29.0,4.0,0.0,0.0,0.0,0.0,56.0,110.0,195.0
2025-09-13,359042 LITITZ,Daypart 3,115.0,63.0,9.0,63.0,9.0,0.0,0.0,0.0,0.0,82.0,112.0,257.0
2025-09-13,359042 LITITZ,Daypart 4,45.0,37.0,5.0,37.0,5.0,0.0,0.0,0.0,0.0,80.0,31.0,149.0
2025-09-13,359042 LITITZ,Daypart 5,16.0,56.0,5.0,56.0,5.0,0.0,0.0,0.0,0.0,99.0,40.0,196.0
2025-09-13,363271 Marietta,Daypart 2,185.0,37.0,3.0,0.0,0.0,37.0,3.0,697.0,697.0,61.0,81.0,182.0
2025-09-13,363271 Marietta,Daypart 3,138.0,37.0,4.0,0.0,0.0,37.0,4.0,0.0,0.0,73.0,91.0,199.0
2025-09-13,363271 Marietta,Daypart 4,66.0,37.0,4.0,0.0,0.0,37.0,4.0,1.0,1.0,81.0,72.0,191.0
2025-09-13,363271 Marietta,Daypart 5,14.0,44.0,2.0,0.0,0.0,44.0,2.0,0.0,0.0,70.0,25.0,131.0
2025-09-13,364322 elizabethtown,Daypart 2,222.0,31.0,2.0,31.0,2.0,0.0,0.0,0.0,0.0,50.0,77.0,178.0
2025-09-13,364322 elizabethtown,Daypart 3,169.0,40.0,2.0,40.0,2.0,0.0,0.0,0.0,0.0,63.0,85.0,215.0
2025-09-13,364322 elizabethtown,Daypart 4,63.0,28.0,2.0,28.0,2.0,0.0,0.0,0.0,0.0,86.0,42.0,166.0
2025-09-13,364322 elizabethtown,Daypart 5,22.0,34.0,1.0,34.0,1.0,0.0,0.0,0.0,0.0,78.0,24.0,135.0
