Date,store,time_measure,Total Cars,menu_all,greet_all,Menu Board,Greet,Menu 1,Greet 1,Menu 2,Greet 2,service,lane_queue,lane_total
2025-09-16,343939 Mt.Joy,Daypart 2,189.0,24.0,3.0,24.0,3.0,0.0,0.0,0.0,0.0,40.0,30.0,96.0
2025-09-16,343939 Mt.Joy,Daypart 3,88.0,28.0,4.0,28.0,4.0,0.0,0.0,0.0,0.0,64.0,37.0,131.0
2025-09-16,343939 Mt.Joy,Daypart 4,46.0,36.0,4.0,36.0,4.0,0.0,0.0,0.0,0.0,82.0,51.0,170.0
2025-09-16,343939 Mt.Joy,Daypart 5,8.0,31.0,6.0,31.0,6.0,0.0,0.0,0.0,0.0,60.0,7.0,95.0
2025-09-16,357993 Enola,Daypart 1,11.0,28.0,3.0,28.0,3.0,0.0,0.0,0.0,0.0,73.0,18.0,121.0
2025-09-16,357993 Enola,Daypart 2,280.0,30.0,2.0,30.0,2.0,0.0,0.0,0.0,0.0,42.0,73.0,145.0
2025-09-16,357993 Enola,Daypart 3,110.0,30.0,1.0,30.0,1.0,0.0,0.0,0.0,0.0,58.0,42.0,131.0
2025-09-16,357993 Enola,Daypart 4,83.0,32.0,5.0,32.0,5.0,0.0,0.0,0.0,0.0,63.0,25.0,121.0
2025-09-16,357993 Enola,Daypart 5,14.0,30.0,9.0,30.0,9.0,0.0,0.0,0.0,0.0,88.0,13.0,131.0
2025-09-16,358529 Columbia,Daypart 2,270.0,29.0,4.0,29.0,4.0,0.0,0.0,0.0,0.0,50.0,81.0,160.0
2025-09-16,358529 Columbia,Daypart 3,108.0,32.0,5.0,32.0,5.0,0.0,0.0,0.0,0.0,71.0,46.0,148.0
2025-09-16,358529 Columbia,Daypart 4,59.0,42.0,15.0,42.0,15.0,0.0,0.0,0.0,0.0,118.0,104.0,265.0
2025-09-16,358529 Columbia,Daypart 5,15.0,33.0,12.0,33.0,12.0,0.0,0.0,0.0,0.0,111.0,65.0,210.0
2025-09-16,359042 LITITZ,Daypart 2,229.0,32.0,8.0,32.0,8.0,0.0,0.0,0.0,0.0,54.0,99.0,186.0
2025-09-16,359042 LITITZ,Daypart 3,66.0,35.0,5.0,35.0,5.0,0.0,0.0,0.0,0.0,74.0,39.0,149.0
2025-09-16,359042 LITITZ,Daypart 4,53.0,53.0,7.0,53.0,7.0,0.0,0.0,0.0,0.0,102.0,56.0,212.0
2025-09-16,359042 LITITZ,Daypart 5,5.0,55.0,4.0,55.0,4.0,0.0,0.0,0.0,0.0,116.0,49.0,221.0
2025-09-16,363271 Marietta,Daypart 2,239.0,29.0,3.0,0.0,0.0,29.0,3.0,0.0,0.0,51.0,82.0,162.0
2025-09-16,363271 Marietta,Daypart 3,87.0,35.0,4.0,0.0,0.0,35.0,4.0,0.0,0.0,90.0,82.0,201.0
2025-09-16,363271 Marietta,Daypart 4,49.0,58.0,9.0,0.0,0.0,58.0,9.0,0.0,0.0,110.0,58.0,227.0
2025-09-16,363271 Marietta,Daypart 5,16.0,56.0,5.0,0.0,0.0,56.0,5.0,0.0,0.0,134.0,10.0,202.0
2025-09-16,364322 elizabethtown,Daypart 2,225.0,27.0,2.0,27.0,2.0,0.0,0.0,0.0,0.0,43.0,47.0,128.0
2025-09-16,364322 elizabethtown,Daypart 3,116.0,36.0,4.0,36.0,4.0,0.0,0.0,0.0,0.0,62.0,40.0,145.0
2025-09-16,364322 elizabethtown,Daypart 4,71.0,42.0,4.0,42.0,4.0,0.0,0.0,0.0,0.0,71.0,31.0,149.0
2025-09-16,364322 elizabethtown,Daypart 5,14.0,34.0,4.0,34.0,4.0,0.0,0.0,0.0,0.0,72.0,10.0,116.0
