Date,store,time_measure,Total Cars,menu_all,greet_all,Menu Board,Greet,Menu 1,Greet 1,Menu 2,Greet 2,service,lane_queue,lane_total
2025-09-18,343939 Mt.Joy,Daypart 2,221.0,24.0,2.0,24.0,2.0,0.0,0.0,0.0,0.0,42.0,35.0,102.0
2025-09-18,343939 Mt.Joy,Daypart 3,83.0,23.0,3.0,23.0,3.0,0.0,0.0,0.0,0.0,52.0,29.0,105.0
2025-09-18,343939 Mt.Joy,Daypart 4,72.0,31.0,4.0,31.0,4.0,0.0,0.0,0.0,0.0,70.0,51.0,152.0
2025-09-18,343939 Mt.Joy,Daypart 5,10.0,53.0,11.0,53.0,11.0,0.0,0.0,0.0,0.0,94.0,21.0,169.0
2025-09-18,357993 Enola,Daypart 1,12.0,22.0,3.0,22.0,3.0,0.0,0.0,0.0,0.0,71.0,10.0,103.0
2025-09-18,357993 Enola,Daypart 2,311.0,27.0,3.0,27.0,3.0,0.0,0.0,0.0,0.0,40.0,72.0,140.0
2025-09-18,357993 Enola,Daypart 3,116.0,36.0,5.0,36.0,5.0,0.0,0.0,0.0,0.0,57.0,43.0,137.0
2025-09-18,357993 Enola,Daypart 4,72.0,37.0,4.0,37.0,4.0,0.0,0.0,0.0,0.0,72.0,25.0,135.0
2025-09-18,357993 Enola,Daypart 5,20.0,42.0,8.0,42.0,8.0,0.0,0.0,0.0,0.0,77.0,44.0,164.0
2025-09-18,358529 Columbia,Daypart 2,248.0,36.0,11.0,36.0,11.0,0.0,0.0,0.0,0.0,52.0,92.0,180.0
2025-09-18,358529 Columbia,Daypart 3,101.0,58.0,19.0,58.0,19.0,0.0,0.0,0.0,0.0,104.0,130.0,291.0
2025-09-18,358529 Columbia,Daypart 4,71.0,56.0,31.0,56.0,31.0,0.0,0.0,0.0,0.0,132.0,149.0,336.0
2025-09-18,358529 Columbia,Daypart 5,15.0,39.0,14.0,39.0,14.0,0.0,0.0,0.0,0.0,111.0,29.0,180.0
2025-09-18,359042 LITITZ,Daypart 2,230.0,42.0,10.0,42.0,10.0,0.0,0.0,0.0,0.0,58.0,138.0,239.0
2025-09-18,359042 LITITZ,Daypart 3,87.0,41.0,10.0,41.0,10.0,0.0,0.0,0.0,0.0,85.0,75.0,202.0
2025-09-18,359042 LITITZ,Daypart 4,55.0,33.0,6.0,33.0,6.0,0.0,0.0,0.0,0.0,87.0,53.0,172.0
2025-09-18,359042 LITITZ,Daypart 5,15.0,44.0,2.0,44.0,2.0,0.0,0.0,0.0,0.0,93.0,30.0,168.0
2025-09-18,363271 Marietta,Daypart 2,251.0,32.0,4.0,0.0,0.0,32.0,4.0,1.0,1.0,49.0,66.0,148.0
2025-09-18,363271 Marietta,Daypart 3,80.0,43.0,8.0,0.0,0.0,43.0,8.0,0.0,1.0,77.0,55.0,172.0
2025-09-18,363271 Marietta,Daypart 4,67.0,47.0,5.0,0.0,0.0,47.0,5.0,0.0,0.0,70.0,30.0,147.0
2025-09-18,363271 Marietta,Daypart 5,17.0,59.0,5.0,0.0,0.0,59.0,5.0,0.0,0.0,78.0,18.0,153.0
2025-09-18,364322 elizabethtown,Daypart 2,268.0,31.0,3.0,31.0,3.0,0.0,0.0,0.0,0.0,44.0,61.0,151.0
2025-09-18,364322 elizabethtown,Daypart 3,115.0,35.0,4.0,35.0,4.0,0.0,0.0,0.0,0.0,69.0,56.0,178.0
2025-09-18,364322 elizabethtown,Daypart 4,46.0,29.0,3.0,29.0,3.0,0.0,0.0,0.0,0.0,80.0,37.0,159.0
2025-09-18,364322 elizabethtown,Daypart 5,21.0,25.0,3.0,25.0,3.0,0.0,0.0,0.0,0.0,78.0,18.0,124.0
