Date,store,time_measure,Total Cars,menu_all,greet_all,Menu Board,Greet,Menu 1,Greet 1,Menu 2,Greet 2,service,lane_queue,lane_total
2025-09-15,343939 Mt.Joy,Daypart 2,208.0,25.0,3.0,25.0,3.0,0.0,0.0,0.0,0.0,43.0,33.0,102.0
2025-09-15,343939 Mt.Joy,Daypart 3,80.0,27.0,3.0,27.0,3.0,0.0,0.0,0.0,0.0,55.0,27.0,110.0
2025-09-15,343939 Mt.Joy,Daypart 4,63.0,30.0,4.0,30.0,4.0,0.0,0.0,0.0,0.0,72.0,59.0,162.0
2025-09-15,343939 Mt.Joy,Daypart 5,13.0,64.0,42.0,64.0,42.0,0.0,0.0,0.0,0.0,84.0,13.0,162.0
2025-09-15,357993 Enola,Daypart 1,11.0,25.0,3.0,25.0,3.0,0.0,0.0,0.0,0.0,82.0,36.0,143.0
2025-09-15,357993 Enola,Daypart 2,282.0,27.0,2.0,27.0,2.0,0.0,0.0,0.0,0.0,39.0,57.0,124.0
2025-09-15,357993 Enola,Daypart 3,107.0,27.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,50.0,37.0,115.0
2025-09-15,357993 Enola,Daypart 4,76.0,34.0,3.0,34.0,3.0,0.0,0.0,0.0,0.0,72.0,32.0,139.0
2025-09-15,357993 Enola,Daypart 5,18.0,38.0,6.0,38.0,6.0,0.0,0.0,0.0,0.0,77.0,21.0,136.0
2025-09-15,358529 Columbia,Daypart 2,250.0,34.0,7.0,34.0,7.0,0.0,0.0,0.0,0.0,51.0,68.0,152.0
2025-09-15,358529 Columbia,Daypart 3,106.0,43.0,11.0,43.0,11.0,0.0,0.0,0.0,0.0,74.0,71.0,188.0
2025-09-15,358529 Columbia,Daypart 4,79.0,47.0,9.0,47.0,9.0,0.0,0.0,0.0,0.0,93.0,85.0,225.0
2025-09-15,358529 Columbia,Daypart 5,10.0,27.0,2.0,27.0,2.0,0.0,0.0,0.0,0.0,166.0,18.0,212.0
2025-09-15,359042 LITITZ,Daypart 2,202.0,24.0,4.0,24.0,4.0,0.0,0.0,0.0,0.0,55.0,90.0,170.0
2025-09-15,359042 LITITZ,Daypart 3,87.0,53.0,12.0,53.0,12.0,0.0,0.0,0.0,0.0,108.0,121.0,283.0
2025-09-15,359042 LITITZ,Daypart 4,53.0,50.0,8.0,50.0,8.0,0.0,0.0,0.0,0.0,89.0,35.0,174.0
2025-09-15,359042 LITITZ,Daypart 5,12.0,60.0,4.0,60.0,4.0,0.0,0.0,0.0,0.0,101.0,56.0,218.0
2025-09-15,363271 Marietta,Daypart 2,218.0,31.0,3.0,0.0,0.0,31.0,3.0,0.0,0.0,49.0,56.0,136.0
2025-09-15,363271 Marietta,Daypart 3,88.0,31.0,2.0,0.0,0.0,31.0,2.0,0.0,0.0,71.0,39.0,139.0
2025-09-15,363271 Marietta,Daypart 4,64.0,31.0,2.0,0.0,0.0,31.0,2.0,1.0,1.0,92.0,51.0,174.0
2025-09-15,363271 Marietta,Daypart 5,14.0,35.0,3.0,0.0,0.0,35.0,3.0,0.0,0.0,103.0,25.0,144.0
2025-09-15,364322 elizabethtown,Daypart 2,213.0,29.0,2.0,29.0,2.0,0.0,0.0,0.0,0.0,54.0,68.0,169.0
2025-09-15,364322 elizabethtown,Daypart 3,99.0,33.0,3.0,33.0,3.0,0.0,0.0,0.0,0.0,75.0,59.0,187.0
2025-09-15,364322 elizabethtown,Daypart 4,66.0,28.0,2.0,28.0,2.0,0.0,0.0,0.0,0.0,72.0,38.0,147.0
2025-09-15,364322 elizabethtown,Daypart 5,19.0,36.0,5.0,36.0,5.0,0.0,0.0,0.0,0.0,66.0,26.0,128.0
