Date,store,time_measure,Total Cars,menu_all,greet_all,Menu Board,Greet,Menu 1,Greet 1,Menu 2,Greet 2,service,lane_queue,lane_total
2025-09-10,343939 Mt.Joy,Daypart 2,219.0,24.0,2.0,24.0,2.0,0.0,0.0,0.0,0.0,42.0,36.0,103.0
2025-09-10,343939 Mt.Joy,Daypart 3,84.0,24.0,2.0,24.0,2.0,0.0,0.0,0.0,0.0,50.0,20.0,95.0
2025-09-10,343939 Mt.Joy,Daypart 4,56.0,31.0,3.0,31.0,3.0,0.0,0.0,0.0,0.0,93.0,73.0,198.0
2025-09-10,343939 Mt.Joy,Daypart 5,12.0,23.0,3.0,23.0,3.0,0.0,0.0,0.0,0.0,96.0,35.0,154.0
2025-09-10,357993 Enola,Daypart 1,9.0,20.0,3.0,20.0,3.0,0.0,0.0,0.0,0.0,69.0,9.0,99.0
2025-09-10,357993 Enola,Daypart 2,313.0,26.0,2.0,26.0,2.0,0.0,0.0,0.0,0.0,40.0,58.0,125.0
2025-09-10,357993 Enola,Daypart 3,115.0,33.0,1.0,33.0,1.0,0.0,0.0,0.0,0.0,58.0,43.0,134.0
2025-09-10,357993 Enola,Daypart 4,86.0,32.0,4.0,32.0,4.0,0.0,0.0,0.0,0.0,61.0,36.0,129.0
2025-09-10,357993 Enola,Daypart 5,23.0,39.0,5.0,39.0,5.0,0.0,0.0,0.0,0.0,75.0,27.0,142.0
2025-09-10,358529 Columbia,Daypart 2,247.0,34.0,8.0,34.0,8.0,0.0,0.0,0.0,0.0,52.0,88.0,173.0
2025-09-10,358529 Columbia,Daypart 3,96.0,35.0,7.0,35.0,7.0,0.0,0.0,0.0,0.0,67.0,36.0,137.0
2025-09-10,358529 Columbia,Daypart 4,75.0,62.0,16.0,62.0,16.0,0.0,0.0,0.0,0.0,122.0,137.0,321.0
2025-09-10,358529 Columbia,Daypart 5,25.0,59.0,11.0,59.0,11.0,0.0,0.0,0.0,0.0,169.0,47.0,272.0
2025-09-10,359042 LITITZ,Daypart 2,226.0,37.0,9.0,37.0,9.0,0.0,0.0,0.0,0.0,53.0,111.0,203.0
2025-09-10,359042 LITITZ,Daypart 3,86.0,36.0,8.0,36.0,8.0,0.0,0.0,0.0,0.0,64.0,53.0,154.0
2025-09-10,359042 LITITZ,Daypart 4,53.0,47.0,6.0,47.0,6.0,0.0,0.0,0.0,0.0,77.0,48.0,172.0
2025-09-10,359042 LITITZ,Daypart 5,14.0,29.0,2.0,29.0,2.0,0.0,0.0,0.0,0.0,83.0,15.0,128.0
2025-09-10,363271 Marietta,Daypart 2,248.0,29.0,2.0,0.0,0.0,29.0,2.0,0.0,0.0,53.0,75.0,157.0
2025-09-10,363271 Marietta,Daypart 3,83.0,33.0,3.0,0.0,0.0,33.0,3.0,1.0,1.0,73.0,57.0,159.0
2025-09-10,363271 Marietta,Daypart 4,57.0,30.0,3.0,0.0,0.0,30.0,3.0,0.0,0.0,64.0,24.0,118.0
2025-09-10,363271 Marietta,Daypart 5,13.0,37.0,2.0,0.0,0.0,37.0,2.0,0.0,0.0,64.0,10.0,99.0
2025-09-10,364322 elizabethtown,Daypart 2,266.0,26.0,2.0,26.0,2.0,0.0,0.0,0.0,0.0,44.0,59.0,144.0
2025-09-10,364322 elizabethtown,Daypart 3,113.0,26.0,2.0,26.0,2.0,0.0,0.0,0.0,0.0,59.0,41.0,136.0
2025-09-10,364322 elizabethtown,Daypart 4,60.0,27.0,4.0,27.0,4.0,0.0,0.0,0.0,0.0,73.0,23.0,128.0
2025-09-10,364322 elizabethtown,Daypart 5,34.0,30.0,3.0,30.0,3.0,0.0,0.0,0.0,0.0,70.0,48.0,145.0
