Date,store,time_measure,Total Cars,menu_all,greet_all,Menu Board,Greet,Menu 1,Greet 1,Menu 2,Greet 2,service,lane_queue,lane_total
2025-09-19,343939 Mt.Joy,Daypart 2,239.0,27.0,2.0,27.0,2.0,0.0,0.0,,,38.0,34.0,100.0
2025-09-19,343939 Mt.Joy,Daypart 3,99.0,25.0,2.0,25.0,2.0,0.0,0.0,,,49.0,24.0,99.0
2025-09-19,343939 Mt.Joy,Daypart 4,58.0,33.0,4.0,33.0,4.0,0.0,0.0,,,85.0,42.0,160.0
2025-09-19,343939 Mt.Joy,Daypart 5,12.0,18.0,1.0,18.0,1.0,0.0,0.0,,,73.0,8.0,101.0
2025-09-19,357993 Enola,Daypart 1,8.0,20.0,2.0,20.0,2.0,0.0,0.0,,,68.0,22.0,110.0
2025-09-19,357993 Enola,Daypart 2,339.0,29.0,2.0,29.0,2.0,0.0,0.0,,,40.0,77.0,146.0
2025-09-19,357993 Enola,Daypart 3,129.0,32.0,1.0,32.0,1.0,0.0,0.0,,,54.0,53.0,139.0
2025-09-19,357993 Enola,Daypart 4,92.0,30.0,2.0,30.0,2.0,0.0,0.0,,,67.0,48.0,145.0
2025-09-19,357993 Enola,Daypart 5,25.0,43.0,2.0,43.0,2.0,0.0,0.0,,,90.0,30.0,164.0
2025-09-19,358529 Columbia,Daypart 2,280.0,35.0,7.0,35.0,7.0,0.0,0.0,,,48.0,87.0,169.0
2025-09-19,358529 Columbia,Daypart 3,123.0,47.0,15.0,47.0,15.0,0.0,0.0,,,77.0,91.0,214.0
2025-09-19,358529 Columbia,Daypart 4,63.0,36.0,8.0,36.0,8.0,0.0,0.0,,,116.0,52.0,203.0
2025-09-19,358529 Columbia,Daypart 5,21.0,34.0,7.0,34.0,7.0,0.0,0.0,,,106.0,23.0,164.0
2025-09-19,359042 LITITZ,Daypart 2,251.0,31.0,4.0,31.0,4.0,0.0,0.0,,,48.0,126.0,205.0
2025-09-19,359042 LITITZ,Daypart 3,96.0,46.0,4.0,46.0,4.0,0.0,0.0,,,78.0,65.0,188.0
2025-09-19,359042 LITITZ,Daypart 4,65.0,46.0,7.0,46.0,7.0,0.0,0.0,,,94.0,75.0,216.0
2025-09-19,359042 LITITZ,Daypart 5,10.0,42.0,4.0,42.0,4.0,0.0,0.0,,,113.0,20.0,175.0
2025-09-19,363271 Marietta,Daypart 2,249.0,33.0,5.0,0.0,0.0,33.0,5.0,,,51.0,78.0,162.0
2025-09-19,363271 Marietta,Daypart 3,75.0,44.0,5.0,0.0,0.0,44.0,5.0,,,83.0,47.0,172.0
2025-09-19,363271 Marietta,Daypart 4,50.0,38.0,6.0,0.0,0.0,38.0,6.0,,,76.0,28.0,141.0
2025-09-19,363271 Marietta,Daypart 5,16.0,32.0,2.0,0.0,0.0,32.0,2.0,,,64.0,9.0,107.0
2025-09-19,364322 elizabethtown,Daypart 2,295.0,30.0,4.0,30.0,4.0,0.0,0.0,,,43.0,73.0,165.0
2025-09-19,364322 elizabethtown,Daypart 3,132.0,35.0,3.0,35.0,3.0,0.0,0.0,,,61.0,46.0,156.0
2025-09-19,364322 elizabethtown,Daypart 4,66.0,49.0,5.0,49.0,5.0,0.0,0.0,,,96.0,49.0,202.0
2025-09-19,364322 elizabethtown,Daypart 5,14.0,28.0,1.0,28.0,1.0,0.0,0.0,,,129.0,17.0,178.0
